id_tumbuhan;Cara pengolahan;Cara Pemanfaatan;Bagian Tumbuhan;Jenis Tumbuhan;jumlah bobot (Qi);akurasi (Pi)
129;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0139546665278001;66
130;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.0086504424778761;0.0139546665278001;66
131;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00763274336283186;0.0135744176119591;64
132;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00763274336283186;0.0135744176119591;64
133;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00432522123893805;0.0102668954880653;48
134;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00432522123893805;0.0102668954880653;48
135;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00178097345132743;0.00772264770045466;36
136;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00356194690265487;0.00950362115178209;45
137;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
138;0.00172804532577904;0.00208879492600423;0.00127490039840637;0.00178097345132743;0.00687271410151707;32
139;0.00172804532577904;0.00208879492600423;0.000212483399734396;0.0086504424778761;0.0126797661293938;60
140;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
141;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
142;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00356194690265487;0.0160906065435484;76
143;0.00172804532577904;0.00208879492600423;0.00871181938911022;0.00763274336283186;0.0201614030037253;95
144;0.00172804532577904;0.00208879492600423;0.00212483399734396;0.00356194690265487;0.00950362115178209;45
145;0.00172804532577904;0.00208879492600423;0.00148738379814077;0.00432522123893805;0.00962944528886209;45
146;0.00172804532577904;0.000302325581395349;0.00871181938911022;0.0086504424778761;0.0193926327741607;92
